u_x_normalized,v_y_normalized
0.474269,0.417496
0.474561,0.417557
0.474854,0.417624
0.475146,0.417691
0.475439,0.417752
0.475731,0.417819
0.476023,0.417886
0.476316,0.417953
0.476608,0.418021
0.476901,0.418081
0.477193,0.418142
0.477485,0.418209
0.477778,0.418269
0.478070,0.418330
0.478363,0.418390
0.478655,0.418457
0.478947,0.418524
0.479240,0.418585
0.479532,0.418645
0.479825,0.418706
0.480117,0.418773
0.480409,0.418834
0.480702,0.418894
0.480994,0.418961
0.481287,0.419028
0.481579,0.419096
0.481871,0.419156
0.482164,0.419217
0.482456,0.419277
0.482749,0.419337
0.483041,0.419398
0.483333,0.419458
0.483626,0.419519
0.483918,0.419586
0.484211,0.419653
0.484503,0.419714
0.484795,0.419774
0.485088,0.419835
0.485380,0.419902
0.485673,0.419969
0.485965,0.420030
0.486257,0.420090
0.486550,0.420157
0.486842,0.420218
0.487135,0.420278
0.487427,0.420339
0.487719,0.420392
0.488012,0.420453
0.488304,0.420513
0.488596,0.420574
0.488889,0.420641
0.489181,0.420708
0.489474,0.420769
0.489766,0.420829
0.490058,0.420890
0.490351,0.420950
0.490643,0.421011
0.490936,0.421071
0.491228,0.421131
0.491520,0.421192
0.491813,0.421259
0.492105,0.421320
0.492398,0.421380
0.492690,0.421441
0.492982,0.421494
0.493275,0.421548
0.493567,0.421609
0.493860,0.421669
0.494152,0.421729
0.494444,0.421797
0.494737,0.421857
0.495029,0.421918
0.495322,0.421978
0.495614,0.422039
0.495906,0.422092
0.496199,0.422153
0.496491,0.422213
0.496784,0.422274
0.497076,0.422334
0.497368,0.422395
0.497661,0.422455
0.497953,0.422516
0.498246,0.422576
0.498538,0.422630
0.498830,0.422684
0.499123,0.422737
0.499415,0.422791
0.499708,0.422845
0.500000,0.422892
0.500292,0.422939
0.500585,0.422986
0.500877,0.423033
0.501170,0.423080
0.501462,0.423134
0.501754,0.423188
0.502047,0.423241
0.502339,0.423295
0.502632,0.423342
0.502924,0.423389
0.503216,0.423436
0.503509,0.423483
0.503801,0.423523
0.504094,0.423571
0.504386,0.423618
0.504678,0.423671
0.504971,0.423725
0.505263,0.423779
0.505556,0.423826
0.505848,0.423873
0.506140,0.423920
0.506433,0.423960
0.506725,0.424001
0.507018,0.424048
0.507310,0.424095
0.507602,0.424148
0.507895,0.424202
0.508187,0.424249
0.508480,0.424296
0.508772,0.424343
0.509064,0.424390
0.509357,0.424431
0.509649,0.424471
0.509942,0.424511
0.510234,0.424558
0.510526,0.424605
0.510819,0.424659
0.511111,0.424713
0.511404,0.424767
0.511696,0.424820
0.511988,0.424874
0.512281,0.424928
0.512573,0.424982
0.512865,0.425029
0.513158,0.425082
0.513450,0.425129
0.513743,0.425183
0.514035,0.425237
0.514327,0.425291
0.514620,0.425344
0.514912,0.425398
0.515205,0.425452
0.515497,0.425506
0.515789,0.425559
0.516082,0.425606
0.516374,0.425660
0.516667,0.425707
0.516959,0.425761
0.517251,0.425815
0.517544,0.425868
0.517836,0.425922
0.518129,0.425976
0.518421,0.426030
0.518713,0.426083
0.519006,0.426130
0.519298,0.426178
0.519591,0.426225
0.519883,0.426272
0.520175,0.426325
0.520468,0.426379
0.520760,0.426433
0.521053,0.426487
0.521345,0.426540
0.521637,0.426594
0.521930,0.426648
0.522222,0.426695
0.522515,0.426749
0.522807,0.426796
0.523099,0.426849
0.523392,0.426903
0.523684,0.426957
0.523977,0.427011
0.524269,0.427064
0.524561,0.427118
0.524854,0.427172
0.525146,0.427219
0.525439,0.427266
0.525731,0.427313
0.526023,0.427360
0.526316,0.427414
0.526608,0.427468
0.526901,0.427521
0.527193,0.427575
0.527485,0.427629
0.527778,0.427683
0.528070,0.427736
0.528363,0.427783
0.528655,0.427837
0.528947,0.427884
0.529240,0.427938
0.529532,0.427992
0.529825,0.428045
0.530117,0.428099
0.530409,0.428153
0.530702,0.428207
0.530994,0.428260
0.531287,0.428314
0.531579,0.428361
0.531871,0.428415
0.532164,0.428462
0.532456,0.428516
0.532749,0.428570
0.533041,0.428623
0.533333,0.428677
0.533626,0.428731
0.533918,0.428785
0.534211,0.428838
0.534503,0.428885
0.534795,0.428939
0.535088,0.428986
0.535380,0.429040
0.535673,0.429094
0.535965,0.429147
0.536257,0.429201
0.536550,0.429255
0.536842,0.429309
0.537135,0.429362
0.537427,0.429416
0.537719,0.429463
0.538012,0.429517
0.538304,0.429564
0.538596,0.429618
0.538889,0.429671
0.539181,0.429725
0.539474,0.429779
0.539766,0.429833
0.540058,0.429886
0.540351,0.429940
0.540643,0.429987
0.540936,0.430034
0.541228,0.430081
0.541520,0.430128
0.541813,0.430182
0.542105,0.430236
0.542398,0.430290
0.542690,0.430343
0.542982,0.430397
0.543275,0.430451
0.543567,0.430505
0.543860,0.430552
0.544152,0.430605
0.544444,0.430652
0.544737,0.430706
0.545029,0.430760
0.545322,0.430814
0.545614,0.430867
0.545906,0.430921
0.546199,0.430975
0.546491,0.431029
0.546784,0.431076
0.547076,0.431123
0.547368,0.431170
0.547661,0.431217
0.547953,0.431271
0.548246,0.431324
0.548538,0.431378
0.548830,0.431432
0.549123,0.431486
0.549415,0.431539
0.549708,0.431593
0.550000,0.431640
0.550292,0.431694
0.550585,0.431741
0.550877,0.431795
0.551170,0.431848
0.551462,0.431902
0.551754,0.431956
0.552047,0.432010
0.552339,0.432063
0.552632,0.432117
0.552924,0.432171
0.553216,0.432218
0.553509,0.432272
0.553801,0.432319
0.554094,0.432373
0.554386,0.432426
0.554678,0.432480
0.554971,0.432534
0.555263,0.432588
0.555556,0.432641
0.555848,0.432695
0.556140,0.432742
0.556433,0.432796
0.556725,0.432843
0.557018,0.432897
0.557310,0.432950
0.557602,0.433004
0.557895,0.433058
0.558187,0.433112
0.558480,0.433165
0.558772,0.433219
0.559064,0.433273
0.559357,0.433320
0.559649,0.433374
0.559942,0.433421
0.560234,0.433474
0.560526,0.433528
0.560819,0.433582
0.561111,0.433636
0.561404,0.433689
0.561696,0.433743
0.561988,0.433797
0.562281,0.433844
0.562573,0.433891
0.562865,0.433931
0.563158,0.433972
0.563450,0.434012
0.563743,0.434052
0.564035,0.434099
0.564327,0.434153
0.564620,0.434207
0.564912,0.434261
0.565205,0.434314
0.565497,0.434361
0.565789,0.434408
0.566082,0.434449
0.566374,0.434489
0.566667,0.434529
0.566959,0.434570
0.567251,0.434610
0.567544,0.434650
0.567836,0.434697
0.568129,0.434751
0.568421,0.434798
0.568713,0.434845
0.569006,0.434885
0.569298,0.434926
0.569591,0.434966
0.569883,0.435006
0.570175,0.435047
0.570468,0.435087
0.570760,0.435127
0.571053,0.435168
0.571345,0.435208
0.571637,0.435242
0.571930,0.435282
0.572222,0.435322
0.572515,0.435362
0.572807,0.435403
0.573099,0.435443
0.573392,0.435483
0.573684,0.435524
0.573977,0.435564
0.574269,0.435604
0.574561,0.435645
0.574854,0.435685
0.575146,0.435725
0.575439,0.435766
0.575731,0.435813
0.576023,0.435860
0.576316,0.435900
0.576608,0.435940
0.576901,0.435981
0.577193,0.436021
0.577485,0.436061
0.577778,0.436102
0.578070,0.436142
0.578363,0.436182
0.578655,0.436223
0.578947,0.436263
0.579240,0.436303
0.579532,0.436343
0.579825,0.436384
0.580117,0.436424
0.580409,0.436464
0.580702,0.436505
0.580994,0.436545
0.581287,0.436585
0.581579,0.436626
0.581871,0.436666
0.582164,0.436706
0.582456,0.436747
0.582749,0.436787
0.583041,0.436827
0.583333,0.436868
0.583626,0.436908
0.583918,0.436948
0.584211,0.436989
0.584503,0.437029
0.584795,0.437069
0.585088,0.437109
0.585380,0.437150
0.585673,0.437190
0.585965,0.437230
0.586257,0.437271
0.586550,0.437311
0.586842,0.437351
0.587135,0.437392
0.587427,0.437432
0.587719,0.437472
0.588012,0.437513
0.588304,0.437553
0.588596,0.437593
0.588889,0.437634
0.589181,0.437674
0.589474,0.437714
0.589766,0.437754
0.590058,0.437795
0.590351,0.437835
0.590643,0.437875
0.590936,0.437916
0.591228,0.437956
0.591520,0.437996
0.591813,0.438037
0.592105,0.438077
0.592398,0.438117
0.592690,0.438158
0.592982,0.438198
0.593275,0.438238
0.593567,0.438279
0.593860,0.438319
0.594152,0.438359
0.594444,0.438400
0.594737,0.438440
0.595029,0.438480
0.595322,0.438520
0.595614,0.438567
0.595906,0.438615
0.596199,0.438655
0.596491,0.438695
0.596784,0.438735
0.597076,0.438776
0.597368,0.438816
0.597661,0.438856
0.597953,0.438897
0.598246,0.438937
0.598538,0.438977
0.598830,0.439018
0.599123,0.439058
0.599415,0.439098
0.599708,0.439139
0.600000,0.439179
0.600292,0.439219
0.600585,0.439260
0.600877,0.439300
0.601170,0.439340
0.601462,0.439381
0.601754,0.439421
0.602047,0.439461
0.602339,0.439501
0.602632,0.439542
0.602924,0.439582
0.603216,0.439622
0.603509,0.439663
0.603801,0.439703
0.604094,0.439743
0.604386,0.439784
0.604678,0.439824
0.604971,0.439864
0.605263,0.439905
0.605556,0.439945
0.605848,0.439985
0.606140,0.440026
0.606433,0.440066
0.606725,0.440106
0.607018,0.440146
0.607310,0.440187
0.607602,0.440227
0.607895,0.440267
0.608187,0.440308
0.608480,0.440348
0.608772,0.440388
0.609064,0.440429
0.609357,0.440469
0.609649,0.440509
0.609942,0.440550
0.610234,0.440590
0.610526,0.440630
0.610819,0.440671
0.611111,0.440711
0.611404,0.440751
0.611696,0.440792
0.611988,0.440832
0.612281,0.440872
0.612573,0.440912
0.612865,0.440953
0.613158,0.440993
0.613450,0.441033
0.613743,0.441074
0.614035,0.441114
0.614327,0.441154
0.614620,0.441195
0.614912,0.441235
0.615205,0.441289
0.615497,0.441342
0.615789,0.441396
0.616082,0.441443
0.616374,0.441490
0.616667,0.441537
0.616959,0.441584
0.617251,0.441631
0.617544,0.441678
0.617836,0.441725
0.618129,0.441772
0.618421,0.441820
0.618713,0.441867
0.619006,0.441914
0.619298,0.441961
0.619591,0.442001
0.619883,0.442041
0.620175,0.442082
0.620468,0.442122
0.620760,0.442162
0.621053,0.442209
0.621345,0.442263
0.621637,0.442317
0.621930,0.442370
0.622222,0.442424
0.622515,0.442478
0.622807,0.442532
0.623099,0.442586
0.623392,0.442639
0.623684,0.442686
0.623977,0.442727
0.624269,0.442767
0.624561,0.442807
0.624854,0.442848
0.625146,0.442888
0.625439,0.442928
0.625731,0.442968
0.626023,0.443009
0.626316,0.443049
0.626608,0.443096
0.626901,0.443150
0.627193,0.443190
0.627485,0.443231
0.627778,0.443264
0.628070,0.443298
0.628363,0.443331
0.628655,0.443365
0.628947,0.443399
0.629240,0.443432
0.629532,0.443466
0.629825,0.443499
0.630117,0.443533
0.630409,0.443566
0.630702,0.443600
0.630994,0.443634
0.631287,0.443667
0.631579,0.443701
0.631871,0.443728
0.632164,0.443755
0.632456,0.443788
0.632749,0.443829
0.633041,0.443862
0.633333,0.443889
0.633626,0.443916
0.633918,0.443943
0.634211,0.443970
0.634503,0.443997
0.634795,0.444023
0.635088,0.444050
0.635380,0.444077
0.635673,0.444104
0.635965,0.444131
0.636257,0.444158
0.636550,0.444185
0.636842,0.444212
0.637135,0.444238
0.637427,0.444265
0.637719,0.444292
0.638012,0.444319
0.638304,0.444353
0.638596,0.444386
0.638889,0.444413
0.639181,0.444440
0.639474,0.444467
0.639766,0.444494
0.640058,0.444521
0.640351,0.444547
0.640643,0.444574
0.640936,0.444601
0.641228,0.444628
0.641520,0.444655
0.641813,0.444682
0.642105,0.444709
0.642398,0.444736
0.642690,0.444762
0.642982,0.444789
0.643275,0.444816
0.643567,0.444843
0.643860,0.444870
0.644152,0.444910
0.644444,0.444944
0.644737,0.444971
0.645029,0.444998
0.645322,0.445025
0.645614,0.445051
0.645906,0.445078
0.646199,0.445105
0.646491,0.445132
0.646784,0.445159
0.647076,0.445186
0.647368,0.445213
0.647661,0.445240
0.647953,0.445266
0.648246,0.445293
0.648538,0.445320
0.648830,0.445347
0.649123,0.445374
0.649415,0.445401
0.649708,0.445434
0.650000,0.445475
0.650292,0.445508
0.650585,0.445535
0.650877,0.445562
0.651170,0.445589
0.651462,0.445616
0.651754,0.445643
0.652047,0.445670
0.652339,0.445696
0.652632,0.445723
0.652924,0.445750
0.653216,0.445777
0.653509,0.445804
0.653801,0.445831
0.654094,0.445858
0.654386,0.445885
0.654678,0.445911
0.654971,0.445938
0.655263,0.445965
0.655556,0.445999
0.655848,0.446039
0.656140,0.446066
0.656433,0.446093
0.656725,0.446120
0.657018,0.446147
0.657310,0.446173
0.657602,0.446200
0.657895,0.446227
0.658187,0.446254
0.658480,0.446281
0.658772,0.446308
0.659064,0.446335
0.659357,0.446362
0.659649,0.446388
0.659942,0.446415
0.660234,0.446442
0.660526,0.446469
0.660819,0.446496
0.661111,0.446523
0.661404,0.446556
0.661696,0.446590
0.661988,0.446617
0.662281,0.446644
0.662573,0.446671
0.662865,0.446698
0.663158,0.446724
0.663450,0.446751
0.663743,0.446778
0.664035,0.446805
0.664327,0.446832
0.664620,0.446859
0.664912,0.446886
0.665205,0.446913
0.665497,0.446939
0.665789,0.446966
0.666082,0.446993
0.666374,0.447020
0.666667,0.447047
0.666959,0.447081
0.667251,0.447121
0.667544,0.447154
0.667836,0.447181
0.668129,0.447208
0.668421,0.447235
0.668713,0.447262
0.669006,0.447289
0.669298,0.447316
0.669591,0.447343
0.669883,0.447369
0.670175,0.447396
0.670468,0.447423
0.670760,0.447450
0.671053,0.447477
0.671345,0.447504
0.671637,0.447531
0.671930,0.447558
0.672222,0.447584
0.672515,0.447611
0.672807,0.447645
0.673099,0.447685
0.673392,0.447719
0.673684,0.447746
0.673977,0.447773
0.674269,0.447800
0.674561,0.447826
0.674854,0.447853
0.675146,0.447880
0.675439,0.447907
0.675731,0.447934
0.676023,0.447961
0.676316,0.447988
0.676608,0.448015
0.676901,0.448041
0.677193,0.448068
0.677485,0.448095
0.677778,0.448122
0.678070,0.448149
0.678363,0.448176
0.678655,0.448209
0.678947,0.448243
0.679240,0.448270
0.679532,0.448297
0.679825,0.448324
0.680117,0.448350
0.680409,0.448377
0.680702,0.448404
0.680994,0.448431
0.681287,0.448458
0.681579,0.448485
0.681871,0.448512
0.682164,0.448539
0.682456,0.448565
0.682749,0.448592
0.683041,0.448619
0.683333,0.448646
0.683626,0.448673
0.683918,0.448700
0.684211,0.448733
0.684503,0.448774
0.684795,0.448807
0.685088,0.448834
0.685380,0.448861
0.685673,0.448888
0.685965,0.448915
0.686257,0.448942
0.686550,0.448969
0.686842,0.448995
0.687135,0.449022
0.687427,0.449049
0.687719,0.449076
0.688012,0.449103
0.688304,0.449130
0.688596,0.449157
0.688889,0.449184
0.689181,0.449211
0.689474,0.449237
0.689766,0.449264
0.690058,0.449298
0.690351,0.449338
0.690643,0.449372
0.690936,0.449399
0.691228,0.449426
0.691520,0.449452
0.691813,0.449479
0.692105,0.449506
0.692398,0.449533
0.692690,0.449560
0.692982,0.449587
0.693275,0.449614
0.693567,0.449641
0.693860,0.449667
0.694152,0.449694
0.694444,0.449721
0.694737,0.449748
0.695029,0.449775
0.695322,0.449802
0.695614,0.449829
0.695906,0.449862
0.696199,0.449896
0.696491,0.449923
0.696784,0.449950
0.697076,0.449976
0.697368,0.450003
0.697661,0.450030
0.697953,0.450057
0.698246,0.450084
0.698538,0.450111
0.698830,0.450138
0.699123,0.450165
0.699415,0.450191
0.699708,0.450218
0.700000,0.450245
0.700292,0.450272
0.700585,0.450299
0.700877,0.450326
0.701170,0.450353
0.701462,0.450380
0.701754,0.450420
0.702047,0.450454
0.702339,0.450480
0.702632,0.450507
0.702924,0.450534
0.703216,0.450561
0.703509,0.450588
0.703801,0.450615
0.704094,0.450642
0.704386,0.450669
0.704678,0.450695
0.704971,0.450722
0.705263,0.450749
0.705556,0.450776
0.705848,0.450803
0.706140,0.450830
0.706433,0.450857
0.706725,0.450884
0.707018,0.450910
0.707310,0.450944
0.707602,0.450984
0.707895,0.451018
0.708187,0.451045
0.708480,0.451072
0.708772,0.451099
0.709064,0.451125
0.709357,0.451152
0.709649,0.451179
0.709942,0.451206
0.710234,0.451233
0.710526,0.451260
0.710819,0.451287
0.711111,0.451314
0.711404,0.451340
0.711696,0.451367
0.711988,0.451394
0.712281,0.451421
0.712573,0.451448
0.712865,0.451475
0.713158,0.451508
0.713450,0.451549
0.713743,0.451576
0.714035,0.451602
0.714327,0.451629
0.714620,0.451656
0.714912,0.451683
0.715205,0.451710
0.715497,0.451737
0.715789,0.451764
0.716082,0.451791
0.716374,0.451818
0.716667,0.451844
0.716959,0.451871
0.717251,0.451898
0.717544,0.451925
0.717836,0.451952
0.718129,0.451979
0.718421,0.452006
0.718713,0.452033
0.719006,0.452066
0.719298,0.452100
0.719591,0.452127
0.719883,0.452153
0.720175,0.452180
0.720468,0.452207
0.720760,0.452234
0.721053,0.452261
0.721345,0.452288
0.721637,0.452315
0.721930,0.452342
0.722222,0.452368
0.722515,0.452395
0.722807,0.452422
0.723099,0.452449
0.723392,0.452476
0.723684,0.452503
0.723977,0.452530
0.724269,0.452557
0.724561,0.452590
0.724854,0.452631
0.725146,0.452664
0.725439,0.452691
0.725731,0.452718
0.726023,0.452745
0.726316,0.452772
0.726608,0.452798
0.726901,0.452825
0.727193,0.452852
0.727485,0.452879
0.727778,0.452906
0.728070,0.452933
0.728363,0.452960
0.728655,0.452987
0.728947,0.453014
0.729240,0.453040
0.729532,0.453067
0.729825,0.453094
0.730117,0.453121
0.730409,0.453155
0.730702,0.453195
0.730994,0.453229
0.731287,0.453255
0.731579,0.453282
0.731871,0.453309
0.732164,0.453336
0.732456,0.453363
0.732749,0.453390
0.733041,0.453417
0.733333,0.453444
0.733626,0.453470
0.733918,0.453497
0.734211,0.453524
0.734503,0.453551
0.734795,0.453578
0.735088,0.453605
0.735380,0.453632
0.735673,0.453659
0.735965,0.453685
0.736257,0.453719
0.736550,0.453753
0.736842,0.453779
0.737135,0.453806
0.737427,0.453833
0.737719,0.453860
0.738012,0.453887
0.738304,0.453914
0.738596,0.453941
0.738889,0.453968
0.739181,0.453994
0.739474,0.454021
0.739766,0.454048
0.740058,0.454075
0.740351,0.454102
0.740643,0.454129
0.740936,0.454156
0.741228,0.454183
0.741520,0.454210
0.741813,0.454243
0.742105,0.454283
0.742398,0.454317
0.742690,0.454344
0.742982,0.454371
0.743275,0.454398
0.743567,0.454425
0.743860,0.454451
0.744152,0.454478
0.744444,0.454505
0.744737,0.454532
0.745029,0.454559
0.745322,0.454586
0.745614,0.454613
0.745906,0.454640
0.746199,0.454666
0.746491,0.454693
0.746784,0.454720
0.747076,0.454747
0.747368,0.454774
0.747661,0.454807
0.747953,0.454848
0.748246,0.454881
0.748538,0.454908
0.748830,0.454935
0.749123,0.454962
0.749415,0.454989
0.749708,0.455016
0.750000,0.455043
0.750292,0.455070
0.750585,0.455096
0.750877,0.455123
0.751170,0.455150
0.751462,0.455177
0.751754,0.455204
0.752047,0.455231
0.752339,0.455258
0.752632,0.455285
0.752924,0.455311
0.753216,0.455338
0.753509,0.455372
0.753801,0.455405
0.754094,0.455432
0.754386,0.455459
0.754678,0.455486
0.754971,0.455513
0.755263,0.455540
0.755556,0.455567
0.755848,0.455594
0.756140,0.455621
0.756433,0.455647
0.756725,0.455674
0.757018,0.455701
0.757310,0.455728
0.757602,0.455755
0.757895,0.455782
0.758187,0.455809
0.758480,0.455836
0.758772,0.455862
0.759064,0.455889
0.759357,0.455930
0.759649,0.455963
0.759942,0.455990
0.760234,0.456017
0.760526,0.456044
0.760819,0.456071
0.761111,0.456098
0.761404,0.456124
0.761696,0.456151
0.761988,0.456178
0.762281,0.456205
0.762573,0.456232
0.762865,0.456259
0.763158,0.456286
0.763450,0.456313
0.763743,0.456339
0.764035,0.456366
0.764327,0.456393
0.764620,0.456420
0.764912,0.456454
0.765205,0.456494
0.765497,0.456528
0.765789,0.456554
0.766082,0.456581
0.766374,0.456608
0.766667,0.456635
0.766959,0.456662
0.767251,0.456689
0.767544,0.456716
0.767836,0.456743
0.768129,0.456769
0.768421,0.456796
0.768713,0.456823
0.769006,0.456850
0.769298,0.456877
0.769591,0.456904
0.769883,0.456931
0.770175,0.456958
0.770468,0.456984
0.770760,0.457018
0.771053,0.457058
0.771345,0.457085
0.771637,0.457112
0.771930,0.457139
0.772222,0.457166
0.772515,0.457193
0.772807,0.457220
0.773099,0.457247
0.773392,0.457273
0.773684,0.457300
0.773977,0.457327
0.774269,0.457354
0.774561,0.457381
0.774854,0.457408
0.775146,0.457435
0.775439,0.457462
0.775731,0.457488
0.776023,0.457515
0.776316,0.457542
0.776608,0.457576
0.776901,0.457609
0.777193,0.457636
0.777485,0.457663
0.777778,0.457690
0.778070,0.457717
0.778363,0.457744
0.778655,0.457771
0.778947,0.457797
0.779240,0.457824
0.779532,0.457851
0.779825,0.457878
0.780117,0.457905
0.780409,0.457932
0.780702,0.457959
0.780994,0.457986
0.781287,0.458012
0.781579,0.458039
0.781871,0.458066
0.782164,0.458100
0.782456,0.458140
0.782749,0.458174
0.783041,0.458201
0.783333,0.458228
0.783626,0.458254
0.783918,0.458281
0.784211,0.458308
0.784503,0.458335
0.784795,0.458362
0.785088,0.458389
0.785380,0.458416
0.785673,0.458443
0.785965,0.458469
0.786257,0.458496
0.786550,0.458523
0.786842,0.458550
0.787135,0.458577
0.787427,0.458604
0.787719,0.458631
0.788012,0.458664
0.788304,0.458705
0.788596,0.458738
0.788889,0.458765
0.789181,0.458792
0.789474,0.458819
0.789766,0.458846
0.790058,0.458873
0.790351,0.458899
0.790643,0.458926
0.790936,0.458953
0.791228,0.458980
0.791520,0.459007
0.791813,0.459034
0.792105,0.459061
0.792398,0.459088
0.792690,0.459114
0.792982,0.459141
0.793275,0.459168
0.793567,0.459195
0.793860,0.459222
0.794152,0.459242
0.794444,0.459256
0.794737,0.459269
0.795029,0.459282
0.795322,0.459296
0.795614,0.459309
0.795906,0.459323
0.796199,0.459336
0.796491,0.459350
0.796784,0.459370
0.797076,0.459397
0.797368,0.459424
0.797661,0.459450
0.797953,0.459477
0.798246,0.459504
0.798538,0.459531
0.798830,0.459558
0.799123,0.459585
0.799415,0.459612
0.799708,0.459639
0.800000,0.459659
0.800292,0.459672
0.800585,0.459686
0.800877,0.459699
0.801170,0.459712
0.801462,0.459726
0.801754,0.459739
0.802047,0.459753
0.802339,0.459766
0.802632,0.459780
0.802924,0.459793
0.803216,0.459806
0.803509,0.459820
0.803801,0.459833
0.804094,0.459847
0.804386,0.459860
0.804678,0.459874
0.804971,0.459887
0.805263,0.459901
0.805556,0.459921
0.805848,0.459948
0.806140,0.459974
0.806433,0.460001
0.806725,0.460028
0.807018,0.460055
0.807310,0.460082
0.807602,0.460109
0.807895,0.460136
0.808187,0.460163
0.808480,0.460189
0.808772,0.460210
0.809064,0.460223
0.809357,0.460237
0.809649,0.460250
0.809942,0.460263
0.810234,0.460277
0.810526,0.460290
0.810819,0.460304
0.811111,0.460317
0.811404,0.460331
0.811696,0.460344
0.811988,0.460357
0.812281,0.460371
0.812573,0.460384
0.812865,0.460398
0.813158,0.460411
0.813450,0.460425
0.813743,0.460438
0.814035,0.460452
0.814327,0.460472
0.814620,0.460499
0.814912,0.460525
0.815205,0.460552
0.815497,0.460579
0.815789,0.460606
0.816082,0.460633
0.816374,0.460660
0.816667,0.460687
0.816959,0.460714
0.817251,0.460740
0.817544,0.460761
0.817836,0.460774
0.818129,0.460787
0.818421,0.460801
0.818713,0.460814
0.819006,0.460828
0.819298,0.460841
0.819591,0.460855
0.819883,0.460868
0.820175,0.460882
0.820468,0.460895
0.820760,0.460908
0.821053,0.460922
0.821345,0.460935
0.821637,0.460949
0.821930,0.460962
0.822222,0.460976
0.822515,0.460989
0.822807,0.461002
0.823099,0.461023
0.823392,0.461050
0.823684,0.461076
0.823977,0.461103
0.824269,0.461130
0.824561,0.461157
0.824854,0.461184
0.825146,0.461211
0.825439,0.461238
0.825731,0.461265
0.826023,0.461291
0.826316,0.461312
0.826608,0.461325
0.826901,0.461338
0.827193,0.461352
0.827485,0.461365
0.827778,0.461379
0.828070,0.461392
0.828363,0.461406
0.828655,0.461419
0.828947,0.461433
0.829240,0.461446
0.829532,0.461459
0.829825,0.461473
0.830117,0.461486
0.830409,0.461500
0.830702,0.461513
0.830994,0.461527
0.831287,0.461540
0.831579,0.461553
0.831871,0.461574
0.832164,0.461600
0.832456,0.461627
0.832749,0.461654
0.833041,0.461681
0.833333,0.461708
0.833626,0.461735
0.833918,0.461762
0.834211,0.461789
0.834503,0.461815
0.834795,0.461842
0.835088,0.461863
0.835380,0.461876
0.835673,0.461889
0.835965,0.461903
0.836257,0.461916
0.836550,0.461930
0.836842,0.461943
0.837135,0.461957
0.837427,0.461970
0.837719,0.461983
0.838012,0.461997
0.838304,0.462010
0.838596,0.462024
0.838889,0.462037
0.839181,0.462051
0.839474,0.462064
0.839766,0.462078
0.840058,0.462091
0.840351,0.462104
0.840643,0.462125
0.840936,0.462151
0.841228,0.462178
0.841520,0.462205
0.841813,0.462232
0.842105,0.462259
0.842398,0.462286
0.842690,0.462313
0.842982,0.462340
0.843275,0.462366
0.843567,0.462393
0.843860,0.462413
0.844152,0.462427
0.844444,0.462440
0.844737,0.462454
0.845029,0.462467
0.845322,0.462481
0.845614,0.462494
0.845906,0.462508
0.846199,0.462521
0.846491,0.462534
0.846784,0.462548
0.847076,0.462561
0.847368,0.462575
0.847661,0.462588
0.847953,0.462602
0.848246,0.462615
0.848538,0.462629
0.848830,0.462642
0.849123,0.462655
0.849415,0.462676
0.849708,0.462702
0.850000,0.462729
0.850292,0.462756
0.850585,0.462783
0.850877,0.462810
0.851170,0.462837
0.851462,0.462864
0.851754,0.462891
0.852047,0.462917
0.852339,0.462944
0.852632,0.462964
0.852924,0.462978
0.853216,0.462991
0.853509,0.463005
0.853801,0.463018
0.854094,0.463032
0.854386,0.463045
0.854678,0.463059
0.854971,0.463072
0.855263,0.463085
0.855556,0.463099
0.855848,0.463112
0.856140,0.463126
0.856433,0.463139
0.856725,0.463153
0.857018,0.463166
0.857310,0.463179
0.857602,0.463193
0.857895,0.463206
0.858187,0.463227
0.858480,0.463253
0.858772,0.463280
0.859064,0.463307
0.859357,0.463334
0.859649,0.463361
0.859942,0.463388
0.860234,0.463415
0.860526,0.463442
0.860819,0.463468
0.861111,0.463495
0.861404,0.463515
0.861696,0.463529
0.861988,0.463542
0.862281,0.463556
0.862573,0.463569
0.862865,0.463583
0.863158,0.463596
0.863450,0.463609
0.863743,0.463623
0.864035,0.463636
0.864327,0.463650
0.864620,0.463663
0.864912,0.463677
0.865205,0.463690
0.865497,0.463704
0.865789,0.463717
0.866082,0.463730
0.866374,0.463744
0.866667,0.463757
0.866959,0.463777
0.867251,0.463804
0.867544,0.463831
0.867836,0.463858
0.868129,0.463885
0.868421,0.463912
0.868713,0.463939
0.869006,0.463966
0.869298,0.463992
0.869591,0.464019
0.869883,0.464046
0.870175,0.464066
0.870468,0.464080
0.870760,0.464093
0.871053,0.464107
0.871345,0.464120
0.871637,0.464134
0.871930,0.464147
0.872222,0.464160
0.872515,0.464174
0.872807,0.464187
0.873099,0.464201
0.873392,0.464214
0.873684,0.464228
0.873977,0.464241
0.874269,0.464255
0.874561,0.464268
0.874854,0.464281
0.875146,0.464295
0.875439,0.464308
0.875731,0.464328
0.876023,0.464355
0.876316,0.464382
0.876608,0.464409
0.876901,0.464436
0.877193,0.464463
0.877485,0.464490
0.877778,0.464517
0.878070,0.464543
0.878363,0.464570
0.878655,0.464597
0.878947,0.464617
0.879240,0.464631
0.879532,0.464644
0.879825,0.464658
0.880117,0.464671
0.880409,0.464685
0.880702,0.464698
0.880994,0.464711
0.881287,0.464725
0.881579,0.464738
0.881871,0.464752
0.882164,0.464765
0.882456,0.464779
0.882749,0.464792
